ordernumber,productline,quantityordered,dealsize,priceeach,sales,msrp,expsales,profit_loss,orderlinenumber,status,monthordered,dayordered,yearorders,qtr_id,productcode,customername,contactnames,phone,addressline1,city,country
10140,Classic Cars,26,Medium,100,2600,147,3822,-1222,4,Shipped,July,24,2003,3,S10_4962,Technics Stores Inc.,Juri Hirano,6505556809,9408 Furth Circle,Burlingame,USA
10150,Classic Cars,20,Medium,100,2000,147,2940,-940,1,Shipped,September,19,2003,3,S10_4962,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10164,Classic Cars,21,Medium,100,2100,147,3087,-987,2,Resolved,October,21,2003,4,S10_4962,Mini Auto Werke,Roland Mendel,7675-3555,Kirchgasse 6,Graz,Austria
10175,Classic Cars,33,Medium,100,3300,147,4851,-1551,9,Shipped,November,6,2003,4,S10_4962,"Stylish Desk Decors, Co.",Ann Brown,(171) 555-0297,35 King George,London,UK
10183,Classic Cars,28,Medium,100,2800,147,4116,-1316,1,Shipped,November,13,2003,4,S10_4962,"Classic Gift Ideas, Inc",Francisca Cervantes,2155554695,782 First Street,Philadelphia,USA
10194,Classic Cars,26,Medium,100,2600,147,3822,-1222,4,Shipped,November,25,2003,4,S10_4962,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10207,Classic Cars,31,Medium,100,3100,147,4557,-1457,15,Shipped,December,9,2003,4,S10_4962,Diecast Collectables,Valarie Franco,6175552555,6251 Ingle Ln.,Boston,USA
10217,Classic Cars,48,Large,100,4800,147,7056,-2256,4,Shipped,February,4,2004,1,S10_4962,Handji Gifts& Co,Wendy Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore
10229,Classic Cars,50,Medium,100,5000,147,7350,-2350,9,Shipped,March,11,2004,1,S10_4962,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10245,Classic Cars,28,Medium,100,2800,147,4116,-1316,2,Shipped,May,4,2004,2,S10_4962,Super Scale Inc.,Leslie Murphy,2035559545,567 North Pendale Street,New Haven,USA
10259,Classic Cars,26,Medium,100,2600,147,3822,-1222,12,Shipped,June,15,2004,2,S10_4962,Handji Gifts& Co,Wendy Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore
10270,Classic Cars,32,Medium,100,3200,147,4704,-1504,2,Shipped,July,19,2004,3,S10_4962,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10281,Classic Cars,44,Large,100,4400,147,6468,-2068,9,Shipped,August,19,2004,3,S10_4962,Diecast Classics Inc.,Kyung Yu,2155551555,7586 Pompton St.,Allentown,USA
10291,Classic Cars,30,Medium,100,3000,147,4410,-1410,4,Shipped,September,8,2004,3,S10_4962,Scandinavian Gift Ideas,Maria Larsson,0695-34 6555,?kergatan 24,Boras,Sweden
10305,Classic Cars,38,Medium,100,3800,147,5586,-1786,13,Shipped,October,13,2004,4,S10_4962,Marta's Replicas Co.,Marta Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,USA
10313,Classic Cars,40,Medium,100,4000,147,5880,-1880,7,Shipped,October,22,2004,4,S10_4962,Canadian Gift Exchange Network,Yoshi Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,Canada
10322,Classic Cars,46,Small,61.99,2851.54,147,6762,-3910.46,8,Shipped,November,4,2004,4,S10_4962,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10334,Classic Cars,26,Medium,100,2600,147,3822,-1222,2,On Hold,November,19,2004,4,S10_4962,"Volvo Model Replicas, Co",Christina Berglund,0921-12 3555,Berguvsv„gen  8,Lule,Sweden
10347,Classic Cars,27,Medium,100,2700,147,3969,-1269,2,Shipped,November,29,2004,4,S10_4962,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10357,Classic Cars,43,Medium,100,4300,147,6321,-2021,9,Shipped,December,10,2004,4,S10_4962,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10370,Classic Cars,35,Small,65.63,2297.05,147,5145,-2847.95,4,Shipped,January,20,2005,1,S10_4962,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10381,Classic Cars,37,Medium,100,3700,147,5439,-1739,6,Shipped,February,17,2005,1,S10_4962,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10391,Classic Cars,37,Small,46.9,1735.3,147,5439,-3703.7,7,Shipped,March,9,2005,1,S10_4962,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10411,Classic Cars,27,Medium,100,2700,147,3969,-1269,2,Shipped,May,1,2005,2,S10_4962,Quebec Home Shopping Network,Jean Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,Canada
10425,Classic Cars,38,Medium,100,3800,147,5586,-1786,12,In Process,May,31,2005,2,S10_4962,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10108,Classic Cars,33,Medium,100,3300,194,6402,-3102,6,Shipped,March,3,2003,1,S12_1099,Cruz & Sons Co.,Arnold Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
10122,Classic Cars,42,Large,100,4200,194,8148,-3948,10,Shipped,May,8,2003,2,S12_1099,Marseille Mini Autos,Laurence Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,France
10135,Classic Cars,42,Large,100,4200,194,8148,-3948,7,Shipped,July,2,2003,3,S12_1099,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10147,Classic Cars,48,Large,100,4800,194,9312,-4512,7,Shipped,September,5,2003,3,S12_1099,Collectables For Less Inc.,Allen Nelson,6175558555,7825 Douglas Av.,Brickhaven,USA
10159,Classic Cars,41,Large,100,4100,194,7954,-3854,2,Shipped,October,10,2003,4,S12_1099,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10169,Classic Cars,30,Medium,100,3000,194,5820,-2820,2,Shipped,November,4,2003,4,S12_1099,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10181,Classic Cars,27,Medium,100,2700,194,5238,-2538,14,Shipped,November,12,2003,4,S12_1099,Herkku Gifts,Veysel Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway
10191,Classic Cars,21,Medium,100,2100,194,4074,-1974,3,Shipped,November,20,2003,4,S12_1099,"Toms Spezialitten, Ltd",Henriette Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,Germany
10203,Classic Cars,20,Medium,100,2000,194,3880,-1880,8,Shipped,December,2,2003,4,S12_1099,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10211,Classic Cars,41,Large,100,4100,194,7954,-3854,2,Shipped,January,15,2004,1,S12_1099,Auto Canal Petit,Dominique Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,France
10225,Classic Cars,27,Medium,100,2700,194,5238,-2538,9,Shipped,February,22,2004,1,S12_1099,"Vida Sport, Ltd",Michael Holz,0897-034555,Grenzacherweg 237,Gensve,Switzerland
10238,Classic Cars,28,Medium,100,2800,194,5432,-2632,3,Shipped,April,9,2004,2,S12_1099,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10253,Classic Cars,24,Medium,100,2400,194,4656,-2256,13,Cancelled,June,1,2004,2,S12_1099,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10266,Classic Cars,44,Large,100,4400,194,8536,-4136,14,Shipped,July,6,2004,3,S12_1099,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10276,Classic Cars,50,Large,100,5000,194,9700,-4700,3,Shipped,August,2,2004,3,S12_1099,Online Mini Collectables,Miguel Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,USA
10287,Classic Cars,21,Medium,100,2100,194,4074,-1974,12,Shipped,August,30,2004,3,S12_1099,"Vida Sport, Ltd",Michael Holz,0897-034555,Grenzacherweg 237,Gensve,Switzerland
10300,Classic Cars,33,Medium,100,3300,194,6402,-3102,5,Shipped,October,4,2003,4,S12_1099,"Blauer See Auto, Co.",Roland Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany
10310,Classic Cars,33,Medium,100,3300,194,6402,-3102,10,Shipped,October,16,2004,4,S12_1099,"Toms Spezialitten, Ltd",Henriette Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,Germany
10320,Classic Cars,31,Medium,100,3100,194,6014,-2914,3,Shipped,November,3,2004,4,S12_1099,"Volvo Model Replicas, Co",Christina Berglund,0921-12 3555,Berguvsv„gen  8,Lule,Sweden
10329,Classic Cars,41,Small,71.47,2930.27,194,7954,-5023.73,5,Shipped,November,15,2004,4,S12_1099,Land of Toys Inc.,Kwai Yu,2125557818,897 Long Airport Avenue,NYC,USA
10341,Classic Cars,45,Medium,79.65,3584.25,194,8730,-5145.75,2,Shipped,November,24,2004,4,S12_1099,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10363,Classic Cars,33,Small,85.39,2817.87,194,6402,-3584.13,3,Shipped,January,6,2005,1,S12_1099,Suominen Souveniers,Kalle Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland
10375,Classic Cars,45,Medium,76,3420,194,8730,-5310,7,Shipped,February,3,2005,1,S12_1099,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10389,Classic Cars,26,Small,99.04,2575.04,194,5044,-2468.96,4,Shipped,March,3,2005,1,S12_1099,Scandinavian Gift Ideas,Maria Larsson,0695-34 6555,?kergatan 24,Boras,Sweden
10419,Classic Cars,12,Small,100,1200,194,2328,-1128,13,Shipped,May,17,2005,2,S12_1099,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10105,Classic Cars,41,Large,100,4100,207,8487,-4387,15,Shipped,February,11,2003,1,S12_1108,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10117,Classic Cars,33,Medium,100,3300,207,6831,-3531,9,Shipped,April,16,2003,2,S12_1108,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10127,Classic Cars,46,Large,100,4600,207,9522,-4922,2,Shipped,June,3,2003,2,S12_1108,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10142,Classic Cars,33,Large,100,3300,207,6831,-3531,12,Shipped,August,8,2003,3,S12_1108,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10153,Classic Cars,20,Medium,100,2000,207,4140,-2140,11,Shipped,September,28,2003,3,S12_1108,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10165,Classic Cars,44,Large,100,4400,207,9108,-4708,3,Shipped,October,22,2003,4,S12_1108,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10176,Classic Cars,33,Large,100,3300,207,6831,-3531,2,Shipped,November,6,2003,4,S12_1108,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10185,Classic Cars,21,Medium,100,2100,207,4347,-2247,13,Shipped,November,14,2003,4,S12_1108,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10196,Classic Cars,47,Large,100,4700,207,9729,-5029,5,Shipped,November,26,2003,4,S12_1108,Super Scale Inc.,Leslie Murphy,2035559545,567 North Pendale Street,New Haven,USA
10208,Classic Cars,46,Large,100,4600,207,9522,-4922,13,Shipped,January,2,2004,1,S12_1108,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10220,Classic Cars,32,Large,100,3200,207,6624,-3424,2,Shipped,February,12,2004,1,S12_1108,"Clover Collections, Co.",Dean Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,Ireland
10231,Classic Cars,42,Large,100,4200,207,8694,-4494,2,Shipped,March,19,2004,1,S12_1108,CAF Imports,Jesus Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain
10247,Classic Cars,44,Large,100,4400,207,9108,-4708,2,Shipped,May,5,2004,2,S12_1108,Suominen Souveniers,Kalle Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland
10272,Classic Cars,35,Medium,100,3500,207,7245,-3745,2,Shipped,July,20,2004,3,S12_1108,Diecast Classics Inc.,Kyung Yu,2155551555,7586 Pompton St.,Allentown,USA
10282,Classic Cars,41,Large,100,4100,207,8487,-4387,5,Shipped,August,20,2004,3,S12_1108,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10293,Classic Cars,46,Large,100,4600,207,9522,-4922,8,Shipped,September,9,2004,3,S12_1108,Amica Models & Co.,Paolo Accorti,011-4988555,Via Monte Bianco 34,Torino,Italy
10306,Classic Cars,31,Medium,100,3100,207,6417,-3317,13,Shipped,October,14,2004,4,S12_1108,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10314,Classic Cars,38,Large,100,3800,207,7866,-4066,5,Shipped,October,22,2004,4,S12_1108,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10325,Classic Cars,42,Small,64,2688,207,8694,-6006,8,Shipped,November,5,2004,4,S12_1108,Baane Mini Imports,Jonas Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,Norway
10336,Classic Cars,33,Small,57.22,1888.26,207,6831,-4942.74,10,Shipped,November,20,2004,4,S12_1108,"La Corne D'abondance, Co.",Marie Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,France
10348,Classic Cars,48,Small,52.36,2513.28,207,9936,-7422.72,8,Shipped,November,1,2004,4,S12_1108,"Corrida Auto Replicas, Ltd",Mart¡n Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain
10359,Classic Cars,42,Medium,100,4200,207,8694,-4494,8,Shipped,December,15,2004,4,S12_1108,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10371,Classic Cars,32,Medium,100,3200,207,6624,-3424,6,Shipped,January,23,2005,1,S12_1108,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10382,Classic Cars,34,Medium,100,3400,207,7038,-3638,10,Shipped,February,17,2005,1,S12_1108,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10395,Classic Cars,33,Small,69.12,2280.96,207,6831,-4550.04,1,Shipped,March,17,2005,1,S12_1108,Lyon Souveniers,Daniel Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France
10413,Classic Cars,36,Large,100,3600,207,7452,-3852,2,Shipped,May,5,2005,2,S12_1108,Gift Depot Inc.,Julie King,2035552570,25593 South Bay Ln.,Bridgewater,USA
10103,Trucks and Buses,27,Medium,100,2700,136,3672,-972,8,Shipped,January,29,2003,1,S12_1666,Baane Mini Imports,Jonas Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,Norway
10113,Trucks and Buses,21,Medium,100,2100,136,2856,-756,2,Shipped,March,26,2003,1,S12_1666,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10126,Trucks and Buses,21,Small,100,2100,136,2856,-756,8,Shipped,May,28,2003,2,S12_1666,"Corrida Auto Replicas, Ltd",Mart¡n Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain
10140,Trucks and Buses,38,Medium,100,3800,136,5168,-1368,8,Shipped,July,24,2003,3,S12_1666,Technics Stores Inc.,Juri Hirano,6505556809,9408 Furth Circle,Burlingame,USA
10150,Trucks and Buses,30,Medium,100,3000,136,4080,-1080,5,Shipped,September,19,2003,3,S12_1666,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10164,Trucks and Buses,49,Medium,100,4900,136,6664,-1764,6,Resolved,October,21,2003,4,S12_1666,Mini Auto Werke,Roland Mendel,7675-3555,Kirchgasse 6,Graz,Austria
10174,Trucks and Buses,43,Medium,100,4300,136,5848,-1548,1,Shipped,November,6,2003,4,S12_1666,"Australian Gift Network, Co",Tony Calaghan,61-7-3844-6555,31 Duncan St. West End,South Brisbane,Australia
10183,Trucks and Buses,41,Medium,100,4100,136,5576,-1476,5,Shipped,November,13,2003,4,S12_1666,"Classic Gift Ideas, Inc",Francisca Cervantes,2155554695,782 First Street,Philadelphia,USA
10194,Trucks and Buses,38,Medium,100,3800,136,5168,-1368,8,Shipped,November,25,2003,4,S12_1666,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10206,Trucks and Buses,28,Medium,100,2800,136,3808,-1008,3,Shipped,December,5,2003,4,S12_1666,Canadian Gift Exchange Network,Yoshi Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,Canada
10216,Trucks and Buses,43,Medium,100,4300,136,5848,-1548,1,Shipped,February,2,2004,1,S12_1666,Auto Assoc. & Cie.,Daniel Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,France
10229,Trucks and Buses,25,Medium,100,2500,136,3400,-900,13,Shipped,March,11,2004,1,S12_1666,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10245,Trucks and Buses,38,Medium,100,3800,136,5168,-1368,6,Shipped,May,4,2004,2,S12_1666,Super Scale Inc.,Leslie Murphy,2035559545,567 North Pendale Street,New Haven,USA
10258,Trucks and Buses,41,Medium,100,4100,136,5576,-1476,3,Shipped,June,15,2004,2,S12_1666,"Tokyo Collectables, Ltd",Akiko Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan
10270,Trucks and Buses,28,Medium,100,2800,136,3808,-1008,6,Shipped,July,19,2004,3,S12_1666,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10281,Trucks and Buses,25,Small,100,2500,136,3400,-900,13,Shipped,August,19,2004,3,S12_1666,Diecast Classics Inc.,Kyung Yu,2155551555,7586 Pompton St.,Allentown,USA
10291,Trucks and Buses,41,Medium,100,4100,136,5576,-1476,8,Shipped,September,8,2004,3,S12_1666,Scandinavian Gift Ideas,Maria Larsson,0695-34 6555,?kergatan 24,Boras,Sweden
10304,Trucks and Buses,39,Medium,100,3900,136,5304,-1404,3,Shipped,October,11,2004,4,S12_1666,Auto Assoc. & Cie.,Daniel Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,France
10313,Trucks and Buses,21,Small,100,2100,136,2856,-756,11,Shipped,October,22,2004,4,S12_1666,Canadian Gift Exchange Network,Yoshi Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,Canada
10322,Trucks and Buses,27,Medium,100,2700,136,3672,-972,9,Shipped,November,4,2004,4,S12_1666,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10333,Trucks and Buses,33,Medium,99.21,3273.93,136,4488,-1214.07,6,Shipped,November,18,2004,4,S12_1666,Mini Wheels Co.,Julie Murphy,6505555787,5557 North Pendale Street,San Francisco,USA
10347,Trucks and Buses,29,Medium,100,2900,136,3944,-1044,3,Shipped,November,29,2004,4,S12_1666,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10357,Trucks and Buses,49,Medium,100,4900,136,6664,-1764,8,Shipped,December,10,2004,4,S12_1666,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10370,Trucks and Buses,49,Large,100,4900,136,6664,-1764,8,Shipped,January,20,2005,1,S12_1666,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10381,Trucks and Buses,20,Small,100,2000,136,2720,-720,1,Shipped,February,17,2005,1,S12_1666,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10391,Trucks and Buses,39,Small,63.2,2464.8,136,5304,-2839.2,9,Shipped,March,9,2005,1,S12_1666,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10411,Trucks and Buses,40,Medium,100,4000,136,5440,-1440,6,Shipped,May,1,2005,2,S12_1666,Quebec Home Shopping Network,Jean Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,Canada
10424,Trucks and Buses,49,Large,100,4900,136,6664,-1764,3,In Process,May,31,2005,2,S12_1666,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10107,Motorcycles,21,Medium,100,2100,150,3150,-1050,1,Shipped,February,24,2003,1,S12_2823,Land of Toys Inc.,Kwai Yu,2125557818,897 Long Airport Avenue,NYC,USA
10121,Motorcycles,50,Large,100,5000,150,7500,-2500,4,Shipped,May,7,2003,2,S12_2823,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10134,Motorcycles,20,Small,100,2000,150,3000,-1000,1,Shipped,July,1,2003,3,S12_2823,Lyon Souveniers,Daniel Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France
10145,Motorcycles,49,Large,100,4900,150,7350,-2450,5,Shipped,August,25,2003,3,S12_2823,Toys4GrownUps.com,Julie Young,6265557265,78934 Hillside Dr.,Pasadena,USA
10159,Motorcycles,38,Medium,100,3800,150,5700,-1900,13,Shipped,October,10,2003,4,S12_2823,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10169,Motorcycles,35,Medium,100,3500,150,5250,-1750,13,Shipped,November,4,2003,4,S12_2823,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10180,Motorcycles,40,Medium,100,4000,150,6000,-2000,8,Shipped,November,11,2003,4,S12_2823,Daedalus Designs Imports,Martine Rance,20.16.1555,"184, chausse de Tournai",Lille,France
10189,Motorcycles,28,Medium,100,2800,150,4200,-1400,1,Shipped,November,18,2003,4,S12_2823,Toys4GrownUps.com,Julie Young,6265557265,78934 Hillside Dr.,Pasadena,USA
10201,Motorcycles,25,Medium,100,2500,150,3750,-1250,1,Shipped,December,1,2003,4,S12_2823,Mini Wheels Co.,Julie Murphy,6505555787,5557 North Pendale Street,San Francisco,USA
10211,Motorcycles,36,Medium,100,3600,150,5400,-1800,13,Shipped,January,15,2004,1,S12_2823,Auto Canal Petit,Dominique Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,France
10224,Motorcycles,43,Medium,100,4300,150,6450,-2150,6,Shipped,February,21,2004,1,S12_2823,Daedalus Designs Imports,Martine Rance,20.16.1555,"184, chausse de Tournai",Lille,France
10237,Motorcycles,32,Medium,100,3200,150,4800,-1600,6,Shipped,April,5,2004,2,S12_2823,Vitachrome Inc.,Michael Frick,2125551500,2678 Kingston Rd.,NYC,USA
10251,Motorcycles,46,Large,100,4600,150,6900,-2300,1,Shipped,May,18,2004,2,S12_2823,Tekni Collectables Inc.,William Brown,2015559350,7476 Moss Rd.,Newark,USA
10263,Motorcycles,48,Medium,100,4800,150,7200,-2400,1,Shipped,June,28,2004,2,S12_2823,Gift Depot Inc.,Julie King,2035552570,25593 South Bay Ln.,Bridgewater,USA
10276,Motorcycles,43,Medium,100,4300,150,6450,-2150,14,Shipped,August,2,2004,3,S12_2823,Online Mini Collectables,Miguel Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,USA
10285,Motorcycles,49,Medium,100,4900,150,7350,-2450,5,Shipped,August,27,2004,3,S12_2823,Marta's Replicas Co.,Marta Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,USA
10299,Motorcycles,24,Medium,100,2400,150,3600,-1200,8,Shipped,September,30,2004,3,S12_2823,"Toys of Finland, Co.",Matti Karttunen,90-224 8555,Keskuskatu 45,Helsinki,Finland
